domain,subdomain,track_name,skills,description,pathway_json,source,model_used
Healthcare,Medicine,Medical Practitioner,"Anatomy, Clinical Diagnosis, Patient Care, Pharmacology, Medical Ethics, Communication",Diagnoses illness and provides evidence-based patient care.,"[{""phaseName"":""Phase 1: Anatomy Foundations"",""items"":[{""title"":""[Free YouTube] Learn Anatomy fundamentals for Medical Practitioner"",""resourceUrl"":""https://www.youtube.com/results?search_query=Anatomy%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Medical Practitioner skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Anatomy course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Anatomy"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Clinical Diagnosis Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Clinical Diagnosis with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Clinical%20Diagnosis%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Clinical Diagnosis references and examples"",""resourceUrl"":""https://www.google.com/search?q=Clinical%20Diagnosis%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Clinical Diagnosis with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Clinical%20Diagnosis"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Patient Care Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Medical Practitioner project using Patient Care"",""resourceUrl"":""https://www.youtube.com/results?search_query=Patient%20Care%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Medical Practitioner"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Medical%20Practitioner%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Medical Practitioner interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Medical%20Practitioner%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Medical Practitioner interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Medical%20Practitioner%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Healthcare,Nursing,Registered Nurse,"Patient Care, Clinical Procedures, Medication Safety, Communication, Documentation, Triage",Delivers direct care and coordinates patient treatment activities.,"[{""phaseName"":""Phase 1: Patient Care Foundations"",""items"":[{""title"":""[Free YouTube] Learn Patient Care fundamentals for Registered Nurse"",""resourceUrl"":""https://www.youtube.com/results?search_query=Patient%20Care%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Registered Nurse skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Patient Care course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Patient%20Care"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Clinical Procedures Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Clinical Procedures with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Clinical%20Procedures%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Clinical Procedures references and examples"",""resourceUrl"":""https://www.google.com/search?q=Clinical%20Procedures%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Clinical Procedures with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Clinical%20Procedures"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Medication Safety Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Registered Nurse project using Medication Safety"",""resourceUrl"":""https://www.youtube.com/results?search_query=Medication%20Safety%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Registered Nurse"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Registered%20Nurse%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Registered Nurse interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Registered%20Nurse%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Registered Nurse interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Registered%20Nurse%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Healthcare,Pharmacy,Pharmacist,"Pharmacology, Patient Counseling, Medication Safety, Healthcare Law, Inventory, Communication",Dispenses medicine and advises patients on safe medication use.,"[{""phaseName"":""Phase 1: Pharmacology Foundations"",""items"":[{""title"":""[Free YouTube] Learn Pharmacology fundamentals for Pharmacist"",""resourceUrl"":""https://www.youtube.com/results?search_query=Pharmacology%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Pharmacist skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Pharmacology course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Pharmacology"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Patient Counseling Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Patient Counseling with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Patient%20Counseling%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Patient Counseling references and examples"",""resourceUrl"":""https://www.google.com/search?q=Patient%20Counseling%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Patient Counseling with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Patient%20Counseling"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Medication Safety Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Pharmacist project using Medication Safety"",""resourceUrl"":""https://www.youtube.com/results?search_query=Medication%20Safety%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Pharmacist"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Pharmacist%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Pharmacist interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Pharmacist%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Pharmacist interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Pharmacist%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,Public Health,Public Health Analyst,"Epidemiology, Statistics, Policy, Research, Communication, Program Evaluation",Analyzes population health problems and supports prevention programs.,"[{""phaseName"":""Phase 1: Epidemiology Foundations"",""items"":[{""title"":""[Free YouTube] Learn Epidemiology fundamentals for Public Health Analyst"",""resourceUrl"":""https://www.youtube.com/results?search_query=Epidemiology%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Public Health Analyst skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Epidemiology course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Epidemiology"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Statistics Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Statistics with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Statistics%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Statistics references and examples"",""resourceUrl"":""https://www.google.com/search?q=Statistics%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Statistics with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Statistics"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Policy Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Public Health Analyst project using Policy"",""resourceUrl"":""https://www.youtube.com/results?search_query=Policy%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Public Health Analyst"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Public%20Health%20Analyst%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Public Health Analyst interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Public%20Health%20Analyst%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Public Health Analyst interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Public%20Health%20Analyst%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Education,Teaching,Teacher,"Lesson Planning, Classroom Management, Assessment, Communication, Subject Knowledge, EdTech",Plans instruction and supports student learning outcomes.,"[{""phaseName"":""Phase 1: Lesson Planning Foundations"",""items"":[{""title"":""[Free YouTube] Learn Lesson Planning fundamentals for Teacher"",""resourceUrl"":""https://www.youtube.com/results?search_query=Lesson%20Planning%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Teacher skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Lesson Planning course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Lesson%20Planning"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Classroom Management Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Classroom Management with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Classroom%20Management%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Classroom Management references and examples"",""resourceUrl"":""https://www.google.com/search?q=Classroom%20Management%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Classroom Management with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Classroom%20Management"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Assessment Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Teacher project using Assessment"",""resourceUrl"":""https://www.youtube.com/results?search_query=Assessment%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Teacher"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Teacher%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Teacher interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Teacher%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Teacher interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Teacher%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Design,Instructional Design,Instructional Designer,"Curriculum Design, Learning Science, Storyboarding, LMS, Assessment, Writing",Creates structured learning experiences and training materials.,"[{""phaseName"":""Phase 1: Curriculum Design Foundations"",""items"":[{""title"":""[Free YouTube] Learn Curriculum Design fundamentals for Instructional Designer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Curriculum%20Design%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Instructional Designer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Curriculum Design course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Curriculum%20Design"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Learning Science Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Learning Science with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Learning%20Science%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Learning Science references and examples"",""resourceUrl"":""https://www.google.com/search?q=Learning%20Science%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Learning Science with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Learning%20Science"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Storyboarding Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Instructional Designer project using Storyboarding"",""resourceUrl"":""https://www.youtube.com/results?search_query=Storyboarding%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Instructional Designer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Instructional%20Designer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Instructional Designer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Instructional%20Designer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Instructional Designer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Instructional%20Designer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Law,Legal Practice,Lawyer,"Legal Research, Writing, Advocacy, Contracts, Compliance, Negotiation",Advises clients and represents legal interests.,"[{""phaseName"":""Phase 1: Legal Research Foundations"",""items"":[{""title"":""[Free YouTube] Learn Legal Research fundamentals for Lawyer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Legal%20Research%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Lawyer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Legal Research course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Legal%20Research"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Writing Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Writing with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Writing%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Writing references and examples"",""resourceUrl"":""https://www.google.com/search?q=Writing%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Writing with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Writing"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Advocacy Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Lawyer project using Advocacy"",""resourceUrl"":""https://www.youtube.com/results?search_query=Advocacy%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Lawyer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Lawyer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Lawyer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Lawyer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Lawyer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Lawyer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Business,Compliance,Compliance Analyst,"Regulations, Risk, Auditing, Policy Writing, Reporting, Stakeholder Management","Ensures organizations follow laws, standards, and internal policies.","[{""phaseName"":""Phase 1: Regulations Foundations"",""items"":[{""title"":""[Free YouTube] Learn Regulations fundamentals for Compliance Analyst"",""resourceUrl"":""https://www.youtube.com/results?search_query=Regulations%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Compliance Analyst skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Regulations course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Regulations"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Risk Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Risk with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Risk%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Risk references and examples"",""resourceUrl"":""https://www.google.com/search?q=Risk%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Risk with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Risk"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Auditing Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Compliance Analyst project using Auditing"",""resourceUrl"":""https://www.youtube.com/results?search_query=Auditing%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Compliance Analyst"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Compliance%20Analyst%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Compliance Analyst interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Compliance%20Analyst%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Compliance Analyst interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Compliance%20Analyst%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Creative Media,Technical Writing,Technical Writer,"Writing, Documentation, APIs, Editing, Information Architecture, Research",Creates clear technical documentation for products and systems.,"[{""phaseName"":""Phase 1: Writing Foundations"",""items"":[{""title"":""[Free YouTube] Learn Writing fundamentals for Technical Writer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Writing%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Technical Writer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Writing course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Writing"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Documentation Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Documentation with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Documentation%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Documentation references and examples"",""resourceUrl"":""https://www.google.com/search?q=Documentation%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Documentation with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Documentation"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: APIs Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Technical Writer project using APIs"",""resourceUrl"":""https://www.youtube.com/results?search_query=APIs%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Technical Writer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Technical%20Writer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Technical Writer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Technical%20Writer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Technical Writer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Technical%20Writer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Creative Media,Video Production,Video Editor,"Editing, Storytelling, Premiere Pro, After Effects, Audio, Color Correction","Edits video content for marketing, education, entertainment, or social media.","[{""phaseName"":""Phase 1: Editing Foundations"",""items"":[{""title"":""[Free YouTube] Learn Editing fundamentals for Video Editor"",""resourceUrl"":""https://www.youtube.com/results?search_query=Editing%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Video Editor skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Editing course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Editing"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: Storytelling Core Tools"",""items"":[{""title"":""[Free YouTube] Practice Storytelling with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=Storytelling%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official Storytelling references and examples"",""resourceUrl"":""https://www.google.com/search?q=Storytelling%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study Storytelling with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=Storytelling"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Premiere Pro Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Video Editor project using Premiere Pro"",""resourceUrl"":""https://www.youtube.com/results?search_query=Premiere%20Pro%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Video Editor"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Video%20Editor%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Video Editor interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Video%20Editor%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Video Editor interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Video%20Editor%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
Technology,Game Development,Game Developer,"Unity, C#, Game Design, Physics, 3D Assets, Testing",Builds interactive games and gameplay systems.,"[{""phaseName"":""Phase 1: Unity Foundations"",""items"":[{""title"":""[Free YouTube] Learn Unity fundamentals for Game Developer"",""resourceUrl"":""https://www.youtube.com/results?search_query=Unity%20tutorial%20for%20beginners"",""estHours"":6,""cost"":""free""},{""title"":""[Free Roadmap] Review the Game Developer skill map"",""resourceUrl"":""https://roadmap.sh/"",""estHours"":3,""cost"":""free""},{""title"":""[Paid Udemy] Take a structured Unity course"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Unity"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 2: C# Core Tools"",""items"":[{""title"":""[Free YouTube] Practice C# with guided tutorials"",""resourceUrl"":""https://www.youtube.com/results?search_query=C%23%20tutorial"",""estHours"":6,""cost"":""free""},{""title"":""[Free Docs] Read official C# references and examples"",""resourceUrl"":""https://www.google.com/search?q=C%23%20official%20documentation"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Coursera] Study C# with graded exercises"",""resourceUrl"":""https://www.coursera.org/search?query=C%23"",""estHours"":8,""cost"":""paid""}]},{""phaseName"":""Phase 3: Game Design Applied Project"",""items"":[{""title"":""[Free YouTube] Build a Game Developer project using Game Design"",""resourceUrl"":""https://www.youtube.com/results?search_query=Game%20Design%20project%20tutorial"",""estHours"":8,""cost"":""free""},{""title"":""[Free GitHub] Publish notes, screenshots, and source files"",""resourceUrl"":""https://github.com/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Complete a portfolio project for Game Developer"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Game%20Developer%20project"",""estHours"":10,""cost"":""paid""}]},{""phaseName"":""Phase 4: Portfolio and Interview Prep"",""items"":[{""title"":""[Free YouTube] Practice Game Developer interview questions"",""resourceUrl"":""https://www.youtube.com/results?search_query=Game%20Developer%20interview%20questions"",""estHours"":5,""cost"":""free""},{""title"":""[Free Docs] Create a case study and resume proof points"",""resourceUrl"":""https://www.freecodecamp.org/news/tag/career/"",""estHours"":4,""cost"":""free""},{""title"":""[Paid Udemy] Prepare for Game Developer interviews"",""resourceUrl"":""https://www.udemy.com/courses/search/?q=Game%20Developer%20interview"",""estHours"":6,""cost"":""paid""}]}]",seed-materials,
